"Answer__c","ArticleNumber","ArticleMasterLanguage","Content_Category__c","Description__c","FirstPublishedDate","Language","LargeLanguageModel","LastPublishedDate","PublishStatus","RecordTypeId","Summary","Title","ValidationStatus","Owner.RecordTypeId","Owner.Title"
"","000001111","en_US","Reuters Pictures","<span style=""font-size: 11pt;""><span style=""line-height: 107%;""><span style=""font-family: Calibri,sans-serif;""><span style=""font-family: &quot;Knowledge Regular&quot;,sans-serif;"">This document provide direction about how to manage request from internal users reporting issues with their current Reuters Pictures account or requesting a new Reuters Pictures account.</span></span></span></span>","2022-10-20T17:42:12.000Z","en_US","","2022-10-20T17:42:12.000Z","Archived","0124v000000AZIUAA4","","RP | Request for Reuters Pictures accounts for internal users","Not Validated","","Support Operations Manager"
"","000001080","en_US","Reuters.com","<span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""font-size: 11pt;""><span style=""line-height: 107%;""><span style=""font-size: 10.5pt;""><span style=""line-height: 107%;"">This document provides the steps to report issues like bugs within the ARC platform to the Serviceability Leads.</span></span> <span style=""font-size: 10.5pt;""><span style=""line-height: 107%;"">Whenever an Editor reports an issue with the ARC platform (ex. bugs, 500 Error, page not loading, etc.) we would need to contact the Serviceability Leads, after gathering all possible information, for them to find out who is responsible to resolve the issue and escalate it to that team.</span></span></span></span></span>","2021-08-13T11:45:31.000Z","en_US","","2022-10-06T15:12:10.000Z","Online","0124v000000AZIUAA4","","ARC | Reporting Issues for ARC (Front Line)","Not Validated","","Support Operations Manager"
"","000001019","en_US","Reuters Connect","<p><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""font-size: 11pt;""><span style=""line-height: 107%;""><span style=""color: #080707;"">The Global Permissions DataBase  (GPDB) is the main tool where we manage our client&#39;s accounts and their user’s access.<br><br>This article explains how to restrict the use of points for our client&#39;s accounts. </span></span></span><span style=""font-size: 11pt;""><span style=""line-height: 107%;""><span style=""color: #080707;"">When points are added to a customer account the normal process is that all users under that account have shared access to those points. In some cases, the account manager may want to limit points to a subset of users and Haris Agha has agreed this is something MTS can handle as part of our normal customer service.</span></span></span></span></p>","2020-12-06T23:46:10.000Z","en_US","","2022-09-27T19:31:03.000Z","Online","0124v000000AZIUAA4","","GPDB | How to Restrict Points to Specific Users","Not Validated","","Support Operations Manager"
"","000001096","en_US","Push","<span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;""><span style=""color: black;"">The <b>Big Moments Project</b> is a collaboration between <b>Reuters and Google</b>, with Reuters providing news feeds to Google within minutes after Reuters begins reporting on an event via Reuters’ newswires. Reuters will also provide coverage updates 24H a day during the duration of the term. The data is in <b>JSON format</b> and is delivered to an <b>FTP drop site</b>. </span></span><br><br><span style=""line-height: 107%;""><span style=""color: black;"">This document provides information necessary for Frontliners to properly handle Big Moments queries and requests in a timely manner. It </span></span></span></span><span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;""><span style=""line-height: 107%;""><span style=""color: #080707;"">outlines Google and Reuters&#39; expected actions in every phase of the project.</span></span></span></span></span><br> ","2022-01-21T00:00:27.000Z","en_US","","2022-08-31T20:46:25.000Z","Archived","0124v000000AZIUAA4","","BIG MOMENTS | Google Big Moments cases","Not Validated","","Support Operations Manager"
"","000001029","en_US","World News Express - WNE","<span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document provides quick fixes and steps to try before escalating WNE issues to MTS.</span></span>
<p><span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">Always confirm with the customer first whether the problem is with WNE or the Reuters Live Service. </span></span></p>

<p><span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">Take into consideration that a good number of WNE problems could be resolved by a simple cold reboot of the server and the receiver. However, sometimes it is not an option for the client during the time of problem diagnosis or troubleshooting so only resort to it if the client is sure it will not affect their service. </span></span></p>","2022-08-11T14:15:52.000Z","en_US","","2022-08-11T14:15:52.000Z","Online","0124v000000AZIUAA4","","ESCALATIONS | Common issues and escalations for WNE","Not Validated","","Support Operations Manager"
"","000001057","en_US","Reuters.com","<span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""vertical-align: baseline;""><span style=""color: #080707;"">This document provides instructions step-by-step on how to send articles to Apple News when requested. Normally these requests come from Patrick Enright over email:</span></span><br><span style=""vertical-align: baseline;""><span style=""color: #080707;""><img src=""https://reuters.file.force.com/servlet/rtaImage?eid=ka04v0000011ElF&amp;feoid=00N6g00000UQp67&amp;refid=0EM4v000001k5W0"" style=""width: 624px;height: 333px;""></img></span></span></span></span>","2021-03-29T20:49:49.000Z","en_US","","2022-07-20T20:56:00.000Z","Archived","0124v000000AZIUAA4","","AWS | How to Resend Apple News on AWS","Not Validated","","Support Operations Manager"
"","000001106","en_US","","<span style=""font-size: 12pt;""><span style=""line-height: 107%;""><span style=""font-family: Arial,sans-serif;""><span style=""line-height: 107%;""><span style=""color: #080707;"">This document provides Fast Answer Questions for Reuters Insight.</span></span></span></span></span><br> ","2022-07-12T16:27:47.000Z","en_US","","2022-07-12T16:27:47.000Z","Archived","0126g000000OhcbAAC","","RI | Reuters Insight FAQs","Not Validated","","Support Operations Manager"
"","000001042","en_US","Reuters.com","<p><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""font-size: 11pt;""><span style=""line-height: 107%;"">This document provides the steps to request access to ARC for the new Reuters.com. Note that these instructions can be used by and provided to the different groups below:</span></span></span></p>

<ul><li style=""margin-left: 8px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""font-size: 11pt;""><span style=""line-height: 107%;"">Journalist/editor</span></span></span></li><li style=""margin-left: 8px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""font-size: 11pt;""><span style=""line-height: 107%;"">Developer / QA</span></span></span></li><li style=""margin-left: 8px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""font-size: 11pt;""><span style=""line-height: 107%;"">Support</span></span></span></li><li style=""margin-left: 8px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""font-size: 11pt;""><span style=""line-height: 107%;"">SAs</span></span></span></li><li style=""margin-bottom: 11px;margin-left: 8px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""font-size: 11pt;""><span style=""line-height: 107%;"">Other</span></span></span></li></ul>","2021-02-04T02:44:04.000Z","en_US","","2022-07-07T08:16:05.000Z","Online","0124v000000AZIUAA4","","ARC | How to Request Access to ARC","Not Validated","","Support Operations Manager"
"","000001105","en_US","Reuters.com","<span style=""font-size: 12pt;""><span style=""line-height: 107%;""><span style=""font-family: Arial,sans-serif;""><span style=""line-height: 107%;""><span style=""color: #080707;"">This document was created to explain the steps to request access to Jira so we can review and create DevOps cases for Reuters.com as well as the work being completed for new releases</span></span></span></span></span>","2022-07-07T07:51:59.000Z","en_US","","2022-07-07T07:51:59.000Z","Archived","0124v000000AZIUAA4","","JIRA | How to request access to Jira","Not Validated","","Support Operations Manager"
"","000001075","en_US","Reuters Pictures","<span style=""font-size: 11pt;""><span style=""line-height: 107%;""><span style=""font-family: &quot;Knowledge Regular&quot;,sans-serif;"">The Orange Logic group is responsible for providing support for the Reuters Pictures site and the API. They also provide regular software updates and maintains the RP infrastructure as well as the Content Downloader feed of pictures into RP.  </span></span></span><br><span style=""font-size: 11pt;""><span style=""line-height: 107%;""><span style=""font-family: &quot;Knowledge Regular&quot;,sans-serif;"">For Orange Logic issues, we previously used the Cortex ticketing system to request for details and resolution times. This has been discontinued and replaced with the LINK ticketing system.</span></span></span><br><span style=""font-size: 11pt;""><span style=""line-height: 107%;""><span style=""font-family: &quot;Knowledge Regular&quot;,sans-serif;"">This document provides the new URL and credentials to be used for generating tickets with Orange Logic Support Team using LINK.</span></span></span>","2021-07-07T05:25:51.000Z","en_US","","2022-06-11T15:12:16.000Z","Archived","0124v000000AZIUAA4","","RP | Orange Logic Ticketing System Update","Not Validated","","Senior Helpdesk Analyst"
"","000001086","en_US","Push;Reuters.com;Mobile","<span style=""font-size: 16px;""><span style=""font-family: Arial, Helvetica, sans-serif;""><span style=""line-height: 107%;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: #080707;"">This document describes the checks that need to be performed when editorial reports that the mobile alert is not landing for a breaking news story for the JP and CN editions. The escalation path after performing troubleshooting is also included.</span></span></span></span></span>","2021-11-07T04:24:11.000Z","en_US","","2022-03-22T05:59:54.000Z","Archived","0124v000000AZIUAA4","","RCOM | [Legacy] Breaking News Mobile Alert Not Landing","Not Validated","","Senior Helpdesk Analyst"
"","000001090","en_US","Reuters Connect","<span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""font-size: 14px;"">This document provides the escalation path for the client&#39;s feedback when they request updates or new features to be configured for Reuters Connect.</span></span>","2021-10-14T22:51:58.000Z","en_US","","2021-10-14T22:51:58.000Z","Online","0124v000000AZIUAA4","","RC | Product Feedback for Reuters Connect","Not Validated","","Support Operations Manager"
"","000001087","en_US","Reuters Pictures","<span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This article shows the steps to follow in order to find Reuters Pictures accounts and verify their status.</span></span>","2021-10-12T15:47:37.000Z","en_US","","2021-10-12T15:47:37.000Z","Archived","0124v000000AZIUAA4","","RP | How to Search Reuters Pictures Accounts","Not Validated","","Support Operations Manager"
"","000001078","en_US","Reuters.com","<p><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">Every now and then, we receive requests from JP Editorial to &quot;<b>modify the JP Blogs topic channel</b>&quot; or to &quot;<b>add articles to the JP Blogs feed</b>&quot;. This document describes how we can perform a catch-up on the channel in order for the requested articles to be added or detected.</span></span></p>","2021-09-19T07:38:34.000Z","en_US","","2021-09-19T07:38:34.000Z","Archived","0124v000000AZIUAA4","","RCOM | [Legacy] Catch-Up Article in Elastic Search (via PuTTY) for JP Blogs Topic Channel","Not Validated","","Senior Helpdesk Analyst"
"","000001084","en_US","Reuters Connect","<p><span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">Reuters Connect customers can subscribe to content channels in one of two ways - as an all-you-can-eat (AYCE) subscription which provided access to the full content set within any archive limits or as a points-based MARKETPLACE channel.<br><br>With MARKETPLACE or points-based channels, the user can see and preview all content but they pay in points for each item they wish to download and use.<br><br>Not every type of item is available in MARKETPLACE, for example, Online Reports and Text items are excluded.<br><br>For RAW Video channels there are two channels that are available on WNE and as AYCE channels but not in MARKETPLACE.  They are:  <b>Reuters Reports</b> and <b>Reuters Business Video Report</b></span></span><br> </p>","2021-09-17T02:07:46.000Z","en_US","","2021-09-17T02:07:46.000Z","Online","0124v000000AZIZAA4","","RC |  Availability of Reuters Business Video and Reuters Reports","Not Validated","","Global Technical Lead, Asia"
"","000001070","en_US","Reuters.com","<span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document lists the text channels that are currently on the ARC profile. A good number of problems we have encountered with the new RCom site is with stories not being ingested by ARC, resulting from those stories not being published. The original text story from Lynx Editor must be filed to one of these channels for them to be properly ingested and then the rest of the package processed by ARC.<br><br>For fringe cases such as &quot;Urgent&quot; stories only filed to peripheral channels, the procedure for escalation is also included.<br><br><i>This document will be updated as other channels are added to the list.</i></span></span><br> ","2021-05-19T12:06:41.000Z","en_US","","2021-09-11T09:41:06.000Z","Online","0124v000000AZIUAA4","","ARC | Text Channels Ingested by ARC","Not Validated","","Senior Helpdesk Analyst"
"","000001081","en_US","Other","<span style=""font-size: 11pt;""><span style=""line-height: 107%;""><span style=""font-family: Calibri,sans-serif;""><span style=""font-size: 12.0pt;""><span style=""line-height: 107%;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: #080707;"">This article lists different contact us landing pages for Thomson Reuters and its different organizations. The contacts are both for sales and support, depending on the product.</span></span></span></span></span></span></span>","2021-08-26T21:59:08.000Z","en_US","","2021-08-26T21:59:08.000Z","Archived","0126g000000OhcbAAC","","ESCALATIONS | Thomson Reuters ""Contact Us"" forms","Not Validated","","Helpdesk Analyst"
"","000001076","en_US","World News Express - WNE","<span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""font-size: 11pt;""><span style=""line-height: 107%;""><span style=""color: #080707;"">This document provides the updated table for satellite settings and information used by Reuters for its WNE and RLS services. Settings after transponder reorganization resulting in the migration to SES-15 on Eutelsat 113W for North America, SES-5 for Sub-Sahara Africa, and SES-4 for South America are reflected in this document.</span></span></span></span>","2021-07-07T05:25:51.000Z","en_US","","2021-08-25T08:50:23.000Z","Online","0124v000000AZIUAA4","","WNE | Updated Satellite Configuration","Not Validated","","Senior Helpdesk Analyst"
"","000001074","en_US","Reuters.com","","2021-08-13T11:15:22.000Z","en_US","","2021-08-13T11:15:22.000Z","Archived","0126g000000OhcbAAC","","RCOM New | Corporate and Group Subscriptions  FAQs","Not Validated","","Support Operations Manager"
"","000001050","en_US","Reuters.com","<span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;"">This document provides the steps for the RCOM Serviceability Leads on how to log a ticket on ARC Support Center when something fails within ARC.</span></span></span>","2021-02-17T15:04:17.000Z","en_US","","2021-08-13T09:17:27.000Z","Online","0126g000000OhcbAAC","","ARC | Reporting Issues for ARC (Serviceability Leads)","Not Validated","","Support Operations Manager"
"","000001073","en_US","Reuters.com","","2021-06-14T20:27:46.000Z","en_US","","2021-06-14T20:27:46.000Z","Archived","0126g000000OhcbAAC","","RCOM New | Personal Subscriptions FAQs","Not Validated","","Support Operations Manager"
"","000001068","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">In this document, you will find information about how to proceed when consumer clients need help requesting a password reset or when they need their account to be unlocked.</span></span>","2021-05-04T16:25:02.000Z","en_US","","2021-05-04T16:25:02.000Z","Archived","0124v000000AZIUAA4","","RCOM | [Consumer] Unlocking Accounts for Reuters.com","Not Validated","","Support Operations Manager"
"","000001037","en_US","Content Downloader (RCD)","<p><span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document lists the specifications for the Reuters Content Downloader. </span></span></p>","2021-01-23T06:26:13.000Z","en_US","","2021-04-25T05:49:44.000Z","Online","0124v000000AZIUAA4","","RCCD | Specifications for Reuters Connect Content Downloader","Not Validated","","Senior Helpdesk Analyst"
"","000001036","en_US","Reuters.com","<p><span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document supplies answer about the changes that are happening on Reuters.com and how to answer consumers (individual clients) that consume our content over Reuters.com </span></span></p>","2021-01-22T18:26:36.000Z","en_US","","2021-04-15T16:39:29.000Z","Online","0126g000000OhcbAAC","","RCOM | [Consumer] ""New"" Reuters.com Release FAQs","Not Validated","","Support Operations Manager"
"","000001021","en_US","Reuters Connect","<p><span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document provides quick fixes, steps, and procedures to try before escalating Reuters Connect issues to MTS.<br><br>All checks performed should be documented and endorsed to MTS, along with any log files, screenshots, About tab details, login credentials, and other necessary information. </span></span></p>","2020-12-28T15:17:16.000Z","en_US","","2021-04-10T12:49:25.000Z","Online","0124v000000AZIUAA4","","ESCALATIONS | Common Issues and Escalations for Reuters Connect","Not Validated","","Support Operations Manager"
"","000001047","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""vertical-align: baseline;""><span style=""color: #080707;"">This article provides information on how to check, hide, and unhide videos on a specific channel or across all channels. </span></span></span></span><br> ","2021-02-10T03:28:43.000Z","en_US","","2021-04-06T04:51:51.000Z","Archived","0124v000000AZIUAA4","","RCOM | [Legacy] Hiding Videos on the RCOM Support App","Not Validated","","Support Operations Manager"
"","000001056","en_US","Reuters Connect;Reuters.com","<span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""vertical-align: baseline;""><span style=""color: #080707;"">This article provides instructions to access Amazon Web Services (AWS).</span></span></span></span><br> ","2021-03-29T20:42:28.000Z","en_US","","2021-03-29T20:42:28.000Z","Archived","0124v000000AZIUAA4","","AWS | How to Access Amazon Web Services","Not Validated","","Support Operations Manager"
"","000001052","en_US","Reuters.com","<span style=""font-size: 12pt;""><span style=""vertical-align: baseline;""><span style=""font-family: &quot;Times New Roman&quot;,serif;""><span style=""font-size: 11.0pt;""><span style=""font-family: &quot;Arial&quot;,sans-serif;""><span style=""color: #080707;"">This article provides information on how to access the queue for Reuters Service Support to check and work on tickets opened by internal users.</span></span></span></span></span></span><br> ","2021-03-17T14:41:23.000Z","en_US","","2021-03-17T14:41:23.000Z","Online","0124v000000AZIUAA4","","SNOW | Accessing the ServiceNow Queue for Reuters Customer Support","Not Validated","","Support Operations Manager"
"","000001048","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;""><span style=""line-height: 107%;"">Link lists are XML files that we receive from Editorial via Lynx Editor and Reuters Connect. The files are associated with Reuters.com channels and dictate which stories appear on a page and in which order.</span></span><br><span style=""line-height: 107%;""><span style=""line-height: 107%;"">We check Link lists to troubleshoot problems with a page or site not updating. For example, if we are contacted that the US Business page hasn’t been updated, the first thing we would look at is the link list for that page to see if it is current.</span></span></span></span><br> ","2021-02-17T15:34:58.000Z","en_US","","2021-02-17T15:34:58.000Z","Archived","0124v000000AZIUAA4","","RCOM | [Legacy] Working Link Lists on the RCOM Support App","Not Validated","","Support Operations Manager"
"","000001046","en_US","Reuters.com","<span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""font-size: 16px;""><span style=""vertical-align: baseline;""><span style=""color: #080707;"">This article provides information on how to hide/kill slideshows as requested by Editorial.</span></span></span></span><br> ","2021-02-10T02:37:21.000Z","en_US","","2021-02-10T02:37:21.000Z","Archived","0124v000000AZIUAA4","","RCOM | [Legacy] Hiding Slideshows on the RCOM Support App","Not Validated","","Support Operations Manager"
"","000001045","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""vertical-align: baseline;""><span style=""color: #080707;"">This article provides information on how to complete request on the Reuters.com Support App for photo content.</span></span></span></span><br> ","2021-02-10T02:25:34.000Z","en_US","","2021-02-10T02:25:34.000Z","Archived","0124v000000AZIUAA4","","RCOM | [Legacy] Hiding photos on the RCOM Support App","Not Validated","","Support Operations Manager"
"","000001040","en_US","Reuters.com","<span style=""font-size: 16px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""line-height: 107%;"">This document provides the steps to follow to hide an article whenever we get a request to “Kill” or hide a story from the Editorial Team.</span><br><span style=""line-height: 107%;"">In reality, articles are never deleted; they will remain in our database but will not be visible on the Reuters.com site.</span></span></span><br> ","2021-01-28T18:42:34.000Z","en_US","","2021-02-10T01:17:18.000Z","Archived","0124v000000AZIUAA4","","RCOM | [Legacy] Hiding Articles in the RCOM Support App","Not Validated","","Support Operations Manager"
"","000001041","en_US","Content Downloader (RCD)","<span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;""><span style=""vertical-align: baseline;"">In cases when the Content Downloader has not been running for some time and the outage period is greater than your search back period (which is by default, 8 hours), the Manual Download option can be used to obtain the missed content. This feature can also be used to download archived content following your initial login. Furthermore, it has an option to download the Top 10 Online Reports.</span><br><br><span style=""vertical-align: baseline;""><span style=""color: #080707;"">This document details how to use the Manual Download option and provides some important information regarding the feature.</span> </span></span></span><br> ","2021-02-01T14:27:45.000Z","en_US","","2021-02-01T14:27:45.000Z","Online","0124v000000AZIUAA4","","RCCD | Manual Download","Not Validated","","Senior Helpdesk Analyst"
"","000001027","en_US","RSS","<p><span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document describes the common issues of customers with RSS and the checks and confirmations that can be performed by 1st level agents.   </span></span></p>

<p><span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">All checks should be properly documented and endorsed to MTS, along with any log files, screenshots, the RSS URLs, login credentials (username and RSS Key), and other applicable information.   <br><br>It is assumed that the steps described in KB# General Common Issues and Escalations have also been checked and performed.</span></span></p>","2021-01-11T15:34:27.000Z","en_US","","2021-01-30T17:46:33.000Z","Online","0124v000000AZIUAA4","","ESCALATIONS | Common Issues and Escalations for RSS","Not Validated","","Support Operations Manager"
"","000001038","en_US","RSS","<p><span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document details the specifications for the Reuters Connect RSS. </span></span></p>","2021-01-27T10:56:18.000Z","en_US","","2021-01-27T10:56:18.000Z","Online","0124v000000AZIUAA4","","RSS | Specifications for RSS","Not Validated","","Senior Helpdesk Analyst"
"","000001034","en_US","Content Downloader (RCD)","<span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document describes how clients can export the Reuters Content Downloader log and audit files to help the technical support team diagnose and troubleshoot the problem. </span></span>","2021-01-16T10:19:21.000Z","en_US","","2021-01-16T10:22:04.000Z","Online","0124v000000AZIUAA4","","RCCD | Exporting Logs and Audit Files","Not Validated","","Senior Helpdesk Analyst"
"","000001030","en_US","Archive;Content Downloader (RCD);Push;Reuters Connect;Reuters Direct WordPress Plugin;Reuters Live Service;Reuters Lives;Reuters Pictures;Reuters.com;RSS;WebServices API;World News Express - WNE","<span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document describes the common issues of customers and the checks that can be performed by 1st level agents regardless of the delivery method before proceeding with platform-specific troubleshooting.<br><br>All checks should be properly documented and endorsed to MTS, along with any log files, screenshots, About tab details, login credentials, and other applicable information. </span></span>","2021-01-11T19:15:09.000Z","en_US","","2021-01-11T19:15:09.000Z","Online","0124v000000AZIUAA4","","ESCALATIONS | Frontline Common Issues and Escalations","Not Validated","","Support Operations Manager"
"","000001028","en_US","Content Downloader (RCD)","<p><span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document provides basic steps to resolve common issues for Reuters Content Downloader (RCD).<br><br>Remember to ask for the version, status, and the last accessed time and date from the Account Statistics tab. If the status is Active, ask the client to confirm their network connection. If the status is inactive, ask them to restart the RCCD service.<br><br>Notice that some issues can be resolved by restarting the RCD service. Restarting the server PC where the application is installed may also help at times. </span></span></p>","2021-01-11T16:29:17.000Z","en_US","","2021-01-11T16:29:17.000Z","Online","0124v000000AZIUAA4","","ESCALATIONS | Common Issues and Escalations for Reuters Connect Content Downloader","Not Validated","","Support Operations Manager"
"","000001023","en_US","","<span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document will provide the steps on how to manage and close tickets in Salesforce when you receive a new chat.</span></span>","2021-01-11T15:16:06.000Z","en_US","","2021-01-11T15:16:06.000Z","Online","0126g000000OhcbAAC","","SF | Managing Chat Cases on Salesforce for Reuters Customer Support","Not Validated","","Support Operations Manager"
"","000001025","en_US","","<span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document will provide the steps on how to manage and close tickets in Salesforce when you receive a new chat.</span></span>","2021-01-04T16:35:40.000Z","en_US","","2021-01-04T16:35:40.000Z","Online","0126g000000OhcbAAC","","SF | Managing Chat Cases on Salesforce for Editorial","Not Validated","","Support Operations Manager"
"","000001022","en_US","Push","<span style=""font-size: 14px;""><span style=""font-family: Arial,Helvetica,sans-serif;"">This document provides quick fixes and steps to try before escalating FTP issues to MTS.<br><br>All checks performed should be documented and endorsed to MTS, along with screenshots, FTP details, login credentials, and problematic content type.</span></span>","2020-12-28T15:17:33.000Z","en_US","","2020-12-28T15:17:33.000Z","Online","0124v000000AZIUAA4","","ESCALATIONS | Common Issues and Escalations for FTP Push","Not Validated","","Support Operations Manager"
"","000001006","en_US","","","2020-11-03T17:05:58.000Z","en_US","","2020-11-10T13:16:49.000Z","Archived","0126g000000OhcbAAC","","SF | How to create a new article in the Salesforce Knowledge Base","Not Validated","","Operational Support Lead"
"","000001358","en_US","Reuters Connect","<p><span style=""font-family: arial, helvetica, sans-serif;font-size: 16px;"">This article provides step-by-step troubleshooting procedures for Gannett users experiencing login issues with Reuters Connect. Gannett is the first Reuters Connect paying client to integrate its Company (Gannett) SSO with CIAM, which affects standard password reset and welcome email processes.</span></p>","","en_US","","","Draft","0124v000000AZIUAA4","","RC - Gannett SSO Login Troubleshooting Guide","Not Validated","","Helpdesk Analyst"
"","000001321","en_US","Reuters Connect","<p>This guide is for photographers and stringers who were previously registered with Reuters Pictures and need access to Reuters Connect. This does not apply to RUM clients.</p>
<p> </p>
<p>As you may know, Reuters Pictures (RP) has migrated to Reuters Connect (RC), and RP is no longer available. To continue accessing your images and resources, you will need to register for Reuters Connect.</p>","","en_US","","","Draft","0124v000000AZIUAA4","","RC | Accessing Reuters Connect for Former Reuters Pictures Photographers/Stringers","Not Validated","","Helpdesk Analyst"
"","000001317","en_US","Reuters.com","<p>This guide provides step-by-step instructions for adding Reuters access to RCOM for internal staff or Reuters employees who are unable to access reuters.com, even after following the initial activation process.</p>","","en_US","","","Draft","0124v000000AZIUAA4","","RCOM | Internal Activation and Manual Addition of Reuters Access/Entitlement for Staff Employees","Not Validated","","Helpdesk Analyst"
"","000001307","en_US","Reuters.com","","","en_US","","","Draft","0124v000000AZIeAAO","","RCOM | [Consumer] Identifying and Supporting Mobile (In-App) Subscriptions","Not Validated","","Support Operations Manager"
"<p>The &quot;Verification Required&quot; message typically indicates an issue with your Apple ID payment method. This can occur due to</p>
<ul><li><strong>Payment Method Issues:</strong> Your payment method may be outdated or invalid.</li><li><strong>Unpaid Balances:</strong> There might be outstanding balances or unpaid subscriptions associated with your Apple ID.</li><li><strong>First-time Downloads:</strong> If the device has never downloaded apps or made purchases before, verification of payment details may be required.</li></ul>","000001320","en_US","Mobile","<p>If you&#39;re encountering the <strong>&quot;Verification Required&quot;</strong> message when trying to download the Reuters Mobile app on your iOS device, it typically indicates an issue with your Apple ID payment method. Here&#39;s how you can resolve this issue:<br><br><img src=""https://reuters.file.force.com/servlet/rtaImage?eid=ka0UL0000002oQX&amp;feoid=00N6g00000UQp67&amp;refid=0EMUL000006Y2vB"" width=""289"" height=""150""></img></p>
<p> </p>","","en_US","","","Draft","0124v000000AZIUAA4","","Reuters Mobile App |  Resolving ""Verification Required"" Issue on iOS","Not Validated","","Helpdesk Analyst"
"","000001342","en_US","Reuters Connect","","","en_US","","","Draft","0126g000000OhcbAAC","","RUM - Common Errors for Tranactional Customers","Not Validated","","Support Operations Manager"
"","000001336","en_US","Reuters Connect","","","en_US","","","Draft","0124v000000AZIUAA4","","RUM - Resending Welcome Email","Not Validated","","Support Operations Manager"
"","000001334","en_US","Reuters Connect","","","en_US","","","Draft","0124v000000AZIUAA4","","RUM - Searches and Lightboxing","Not Validated","","Support Operations Manager"
"","000001324","en_US","Other","","","en_US","","","Draft","0124v000000AZIUAA4","","IMAGEN | How to manage Imagen Cases, SLAs and Priorities","Not Validated","","Support Operations Manager"
"","000001338","en_US","Reuters.com","<p><span style=""font-size: 16px;font-family: arial, helvetica, sans-serif;"">This article provides the steps for Serviceability Leads to complete the refund of an already canceled account for Reuters.com subscriptions.</span></p>","","en_US","","","Draft","0124v000000AZIeAAO","","Billing - Refund for Accounts Cancelled by Customers","Not Validated","","Support Operations Manager"
